179,376
177,378
175,380
173,382
170,381
168,381
166,381
164,379
162,377
160,375
158,373
156,369
154,369
156,363
158,361
160,359
162,357
164,355
166,353
161,352
163,350
161,346
159,344
157,340
155,338
153,336
151,334
149,332
147,330
145,328
143,326
141,324
139,322
137,320
135,322
133,322
131,324
129,326
127,328
125,330
123,332
126,345
128,347
126,351
124,353
122,355
120,355
118,359
116,361
114,363
112,365
110,369
108,371
106,373
104,375
102,373
100,373
98,373
96,371
94,369
92,367
90,365
88,363
86,361
84,361
82,363
80,365
78,365
76,367
74,369
72,371
70,373
67,378
65,378
63,380
61,380
59,380
57,380
55,378
53,374
51,372
49,370
47,368
45,366
43,362
41,360
39,358
37,356
35,354
33,352
31,350
29,348
31,346
33,342
35,340
37,338
39,334
41,332
43,330
45,328
47,326
49,324
51,322
53,320
55,318
57,316
59,314
61,312
63,310
65,308
67,306
69,304
71,302
73,300
75,298
77,296
75,292
73,288
71,286
69,284
67,282
65,280
63,278
61,276
59,274
57,272
55,270
53,268
51,266
49,264
47,262
45,260
43,258
41,256
39,254
37,252
35,250
33,248
31,246
29,244
27,242
25,240
23,238
25,232
27,230
29,228
31,226
33,224
35,222
37,220
39,218
37,212
35,210
33,208
31,206
29,204
27,202
25,200
27,194
29,192
31,190
33,188
35,186
37,184
39,182
41,180
43,178
45,176
43,172
41,168
39,166
37,164
35,162
30,164
32,160
30,158
28,156
26,154
24,152
22,150
20,148
22,138
24,136
26,134
28,132
24,137
26,135
28,133
30,131
32,129
34,131
36,133
38,135
40,137
42,139
44,141
46,143
48,145
50,145
44,141
46,141
48,143
50,143
52,143
54,141
56,141
58,139
60,137
62,135
64,133
66,131
68,129
70,127
72,125
74,123
76,121
78,119
80,117
82,115
78,109
80,109
82,107
77,112
80,108
74,109
77,111
79,111
76,104
78,104
80,104
82,102
80,96
78,94
76,92
74,90
72,88
70,86
68,84
66,82
64,78
62,76
60,74
58,74
56,72
54,70
52,68
50,66
48,52
46,44
44,42
42,40
40,40
38,40
36,42
34,44
32,44
30,44
28,46
26,48
